Channel Link,Channel Name,Channel Icon,Affinity Index,Power of Influence,Views,Users,Age,Gender
https://www.youtube.com/channel/UCZLOnq-F5zhTWNUDjcEYByw,KARDEŞLERİM,https://yt3.ggpht.com/ytc/AKedOLR33DashLuxdSW4Z1xWGqMTXYTmah6jTL1I7hKO=s88-c-k-c0x00ffffff-no-rj,100,220,950000,220000,"25-34 : 20.1%
18-24 : 32.6%
Unknown : 6.8%
55-64 : 2.1%
35-44 : 28.9%
65+ : 1.1%
45-54 : 8.5%","Unknown : 0.1%
Female : 57.5%
Male : 42.4%"
https://www.youtube.com/channel/UCUCktphEW1RAT-2nynMpREg,Abdullah Çiftçi,https://yt3.ggpht.com/ytc/AKedOLTy11FLftOlkE7V1kcSIqCz01-6vJ1JbPZGym8d=s88-c-k-c0x00ffffff-no-rj,100,150,510000,150000,"25-34 : 15.4%
18-24 : 4.5%
Unknown : 12.4%
55-64 : 12.8%
35-44 : 28.2%
65+ : 3.2%
45-54 : 23.5%","Unknown : 12.3%
Female : 17.9%
Male : 69.8%"
https://www.youtube.com/channel/UCV6zcRug6Hqp1UX_FdyUeBg,CNN TÜRK,https://yt3.ggpht.com/ytc/AKedOLT5bxuhLEAv0xBqei6YQILGiSWST20Gd0QGqntLrMU=s88-c-k-c0x00ffffff-no-rj,100,94,140000,94000,"25-34 : 20.8%
18-24 : 10.0%
Unknown : 6.1%
55-64 : 14.9%
35-44 : 22.0%
65+ : 5.8%
45-54 : 20.5%","Unknown : 5.7%
Female : 15.2%
Male : 79.0%"
https://www.youtube.com/channel/UCzgrZ-CndOoylh2_e72nSBQ,TGRT Haber TV,https://yt3.ggpht.com/ytc/AKedOLQPZ1IiUNrYVQNTP74-YrwneUPXn02qKghnWSky=s88-c-k-c0x00ffffff-no-rj,100,13,15000,13000,"25-34 : 22.5%
18-24 : 15.0%
Unknown : 6.1%
55-64 : 12.6%
35-44 : 20.8%
65+ : 4.8%
45-54 : 18.2%","Unknown : 4.8%
Female : 17.4%
Male : 77.9%"
https://www.youtube.com/channel/UCo6mGpErR_aD1x2NMwv6UpA,تقني سوري,https://yt3.ggpht.com/ytc/AKedOLSedDHOBz2UnB9V4BCEY4dozEqImffRT78ZiIkbog=s88-c-k-c0x00ffffff-no-rj,100,10,16000,10000,"25-34 : 55.0%
18-24 : 45.0%",Male : 100.0%
https://www.youtube.com/channel/UC67lnS7HO0pejdV7VBrb4Mg,تعلم صح,https://yt3.ggpht.com/ytc/AKedOLQqLt6pJwzaclvBz_0FpSHPCiNSFO7p0AqcmTHc=s88-c-k-c0x00ffffff-no-rj,100,9,32000,9000,"25-34 : 54.5%
18-24 : 45.5%",Male : 100.0%
https://www.youtube.com/channel/UCWj2-haQKxJXL5iswVPAgSQ,Mahmoud Kom,https://yt3.ggpht.com/Cmp_-6yDC_HeOpi_T3_paVTiQC-9dUXeuEY2vz_cof27J0SVil_TP-esYr0IgsibmmFjnB1pOPs=s88-c-k-c0x00ffffff-no-rj,100,6,21000,6000,,
https://www.youtube.com/channel/UC49if6153NFe5lUNFSmIDxw,TepkiKolik,https://yt3.ggpht.com/1qqfKVq2KK6PurSulC3OPAOXeH7jk4Ze9d80BB3-OqRy_HXxyUrFmDNYvZKyKDb8tJy2rliBWQ=s88-c-k-c0x00ffffff-no-rj,100,4,10000,4000,"25-34 : 18.1%
18-24 : 50.1%
Unknown : 13.2%
55-64 : 0.7%
35-44 : 12.7%
65+ : 0.6%
45-54 : 4.6%","Unknown : 4.9%
Female : 53.5%
Male : 41.6%"
https://www.youtube.com/channel/UC3XQZOIhoO7gG6FUTYw1fSg,تركيا مباشر,https://yt3.ggpht.com/RiM2HoNh_7fC5aiAMNsyhiRUXx1jQWHCQYuxVUbx0Hk1rbXWdA3qDb398Upn8AZpu9ZKh78c9A=s88-c-k-c0x00ffffff-no-rj,100,2,2000,2000,"25-34 : 37.2%
18-24 : 31.2%
Unknown : 4.7%
55-64 : 3.7%
35-44 : 17.7%
45-54 : 5.6%","Unknown : 4.7%
Female : 14.9%
Male : 80.5%"
https://www.youtube.com/channel/UC6n1tqEHYzBoeUQ5rrOvyCw,Felina Cris 113 Oficial,https://yt3.ggpht.com/KjeZExsjNSPdYqf5MEu3JSnZ2EuG1UzAxAVRgbFBr1-wz6avNdUxQVNIuRU3PKQJ971RS9BP7fs=s88-c-k-c0x00ffffff-no-rj,100,2,8000,2000,,
https://www.youtube.com/channel/UC9dzpl4QlegNww6aHEEowyw,İhlas Haber Ajansı,https://yt3.ggpht.com/ytc/AKedOLSURIeJLpvo6Ia9lxkCaQdvygs3yEDL1P5_S7dcgA=s88-c-k-c0x00ffffff-no-rj,100,2,3000,2000,"25-34 : 20.0%
18-24 : 14.3%
Unknown : 7.3%
55-64 : 13.5%
35-44 : 21.7%
65+ : 5.9%
45-54 : 17.3%","Unknown : 5.6%
Female : 33.3%
Male : 61.1%"
https://www.youtube.com/channel/UC_pfmNY4uJMT1SEjB0UWjSA,عمر - TR Arabic,https://yt3.ggpht.com/PPkT2D_K4w4Lksex6hJHR4suDVOvCOg0Zrugr5n9USfKXA12hMITIx9IMaN80daplISKxWy3um4=s88-c-k-c0x00ffffff-no-rj,100,2,4000,2000,,
https://www.youtube.com/channel/UCfH0SjEH1dszKPQLMuLKcCQ,Crypto NWO,https://yt3.ggpht.com/xk8ybtQwvW7ZfHL3O3KkFPs_t0XOlyrGT42oHSnD0YudTT126UKEZQfjUI9MwrDwI15J4RGr=s88-c-k-c0x00ffffff-no-rj,100,2,4000,2000,,
